symbol,date,open,high,low,close,volume,adjusted
MSFT,2020-10-21,213.119995,216.919998,213.119995,214.800003,22724900,214.23912
MSFT,2020-10-22,213.929993,216.059998,211.699997,214.889999,22351500,214.328873
MSFT,2020-10-23,215.029999,216.279999,213.160004,216.229996,18879600,215.665375
MSFT,2020-10-26,213.850006,216.339996,208.100006,210.080002,37111600,209.531433
MSFT,2020-10-27,211.589996,214.669998,210.330002,213.25,36700300,212.693161
MSFT,2020-10-28,207.669998,208.839996,202.100006,202.679993,51195600,202.150757
MSFT,2020-10-29,204.070007,207.360001,203.369995,204.720001,31432600,204.185425
MSFT,2020-10-30,203.5,204.289993,199.619995,202.470001,36953700,201.941315
MSFT,2020-11-02,204.289993,205.279999,200.119995,202.330002,30842200,201.801666
MSFT,2020-11-03,203.889999,208.119995,203.119995,206.429993,27512000,205.890961
MSFT,2020-11-04,214.020004,218.320007,212.419998,216.389999,42311800,215.824951
MSFT,2020-11-05,222.039993,224.119995,221.149994,223.289993,36080100,222.70694
MSFT,2020-11-06,222.259995,224.360001,218.029999,223.720001,25231900,223.135818
MSFT,2020-11-09,224.440002,228.119995,217.880005,218.389999,44395000,217.819733
MSFT,2020-11-10,214.5,216.5,209.720001,211.009995,44045100,210.459
MSFT,2020-11-11,212.389999,218.039993,212.199997,216.550003,29440800,215.984543
MSFT,2020-11-12,217.210007,219.110001,214.460007,215.440002,21593900,214.877441
MSFT,2020-11-13,216.360001,217.419998,214.160004,216.509995,18621100,215.944641
MSFT,2020-11-16,214.869995,217.740005,214.520004,217.229996,24953300,216.662766
MSFT,2020-11-17,216.100006,217.679993,214.080002,214.460007,24154100,213.900009
MSFT,2020-11-18,213.649994,215.169998,210.929993,211.080002,28372800,211.080002
MSFT,2020-11-19,211.380005,213.029999,209.929993,212.419998,24792700,212.419998
MSFT,2020-11-20,212.199997,213.289993,210,210.389999,22829100,210.389999
MSFT,2020-11-23,210.949997,212.289993,208.160004,210.110001,25683500,210.110001
MSFT,2020-11-24,209.589996,214.25,208.860001,213.860001,33979700,213.860001
MSFT,2020-11-25,215.110001,215.289993,212.460007,213.869995,21012900,213.869995
MSFT,2020-11-27,214.850006,216.270004,214.039993,215.229996,14512200,215.229996
MSFT,2020-11-30,214.100006,214.759995,210.839996,214.070007,33064800,214.070007
MSFT,2020-12-01,214.509995,217.320007,213.350006,216.210007,30931300,216.210007
MSFT,2020-12-02,214.880005,215.470001,212.800003,215.369995,23724500,215.369995
MSFT,2020-12-03,214.610001,216.380005,213.649994,214.240005,25120900,214.240005
MSFT,2020-12-04,214.220001,215.380005,213.179993,214.360001,24666000,214.360001
MSFT,2020-12-07,214.369995,215.539993,212.990005,214.289993,24620000,214.289993
MSFT,2020-12-08,213.970001,216.949997,212.889999,216.009995,23284100,216.009995
MSFT,2020-12-09,215.160004,215.229996,211.210007,211.800003,32440600,211.800003
MSFT,2020-12-10,211.770004,213.080002,210.360001,210.520004,26733300,210.520004
MSFT,2020-12-11,210.050003,213.320007,209.110001,213.259995,30979400,213.259995
MSFT,2020-12-14,213.100006,216.210007,212.880005,214.199997,28798400,214.199997
MSFT,2020-12-15,215.169998,215.419998,212.240005,214.130005,27018100,214.130005
MSFT,2020-12-16,214.75,220.110001,214.720001,219.279999,35023300,219.279999
MSFT,2020-12-17,219.869995,220.889999,217.919998,219.419998,32515800,219.419998
MSFT,2020-12-18,218.589996,219.690002,216.020004,218.589996,63354900,218.589996
MSFT,2020-12-21,217.550003,224,217.279999,222.589996,37181900,222.589996
MSFT,2020-12-22,222.690002,225.630005,221.850006,223.940002,22612200,223.940002
MSFT,2020-12-23,223.110001,223.559998,220.800003,221.020004,18699600,221.020004
MSFT,2020-12-24,221.419998,223.610001,221.199997,222.75,10550600,222.75
MSFT,2020-12-28,224.449997,226.029999,223.020004,224.960007,17933500,224.960007
MSFT,2020-12-29,226.309998,227.179993,223.580002,224.149994,17403200,224.149994
MSFT,2020-12-30,225.229996,225.630005,221.470001,221.679993,20272300,221.679993
MSFT,2020-12-31,221.699997,223,219.679993,222.419998,20926900,222.419998
