date,RmxRf,SMB,HML,Rf
2017-03-01,0.0017000000000000001,1.17,-3.33,3e-4
2017-04-01,0.0109,0.72,-2.11,5e-4
2017-05-01,0.0106,-2.61,-3.67,6e-4
2017-06-01,0.0078000000000000005,2.15,1.45,6e-4
2017-07-01,0.0187,-1.47,-0.36,7.000000000000001e-4
2017-08-01,0.0016,-1.62,-2.19,9e-4
2017-09-01,0.025099999999999997,4.47,3.14,9e-4
2017-10-01,0.0225,-1.95,0.12,9e-4
2017-11-01,0.031200000000000002,-0.58,-0.09,8e-4
2017-12-01,0.0106,-1.29,0.17,9e-4
2018-01-01,0.0558,-3.09,-1.32,0.0011
2018-02-01,-0.0365,0.3,-1.01,0.0011
2018-03-01,-0.0235,4.05,-0.12,0.0012
2018-04-01,0.0029,1.13,0.5,0.0014000000000000002
2018-05-01,0.0265,5.28,-3.15,0.0014000000000000002
2018-06-01,0.0048,1.19,-2.31,0.0014000000000000002
2018-07-01,0.0319,-2.21,0.57,0.0016
2018-08-01,0.0344,1.15,-3.92,0.0016
2018-09-01,6e-4,-2.28,-1.63,0.0015
2018-10-01,-0.0768,-4.78,3.46,0.0019
2018-11-01,0.0169,-0.71,0.34,0.0018
2018-12-01,-0.0955,-2.48,-1.89,0.0019
2019-01-01,0.08410000000000001,2.89,-0.46,0.0021
2019-02-01,0.034,2.12,-2.71,0.0018
2019-03-01,0.011000000000000001,-3.05,-4.19,0.0019
2019-04-01,0.039599999999999996,-1.75,2.02,0.0021
2019-05-01,-0.0694,-1.18,-2.28,0.0021
2019-06-01,0.0693,0.22,-0.79,0.0018
2019-07-01,0.011899999999999999,-2.08,0.34,0.0019
2019-08-01,-0.0258,-2.4,-4.85,0.0016
2019-09-01,0.0143,-1.05,6.77,0.0018
2019-10-01,0.0206,0.24,-1.88,0.0015
2019-11-01,0.0387,0.91,-2.05,0.0012
2019-12-01,0.0277,0.67,1.91,0.0014000000000000002
2020-01-01,-0.0011,-3.08,-6.27,0.0013
2020-02-01,-0.08130000000000001,1.02,-3.92,0.0012
2020-03-01,-0.1338,-5.03,-13.96,0.0012
2020-04-01,0.1365,2.75,-1.39,0
2020-05-01,0.0558,2.49,-5.05,1e-4
2020-06-01,0.0246,2.71,-2.35,1e-4
2020-07-01,0.057699999999999994,-2.18,-1.39,1e-4
2020-08-01,0.07629999999999999,-0.25,-2.94,1e-4
2020-09-01,-0.0363,0.06,-2.51,1e-4
2020-10-01,-0.021,4.44,4.03,1e-4
2020-11-01,0.1247,5.48,2.11,1e-4
2020-12-01,0.0463,4.81,-1.36,1e-4
2021-01-01,-4e-4,7.19,2.85,0
2021-02-01,0.0279,2.11,7.07,0
